custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Jail Inmate,Divorced,1,Low,Medium,Risk of Recidivism,-0.61,5,6017
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.44,1,6018
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.03,2,6019
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.87,3,6019
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.92,3,6020
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.73,4,6021
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.94,3,6022
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.24,1,6023
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.1,2,6024
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.21,2,6025
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-2.55,1,6026
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.38,9,6027
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.44,10,6028
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.81,3,6029
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.32,5,6029
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.55,4,6030
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.37,5,6031
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.24,8,6032
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.19,6,6033
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.05,7,6034
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.01,1,6035
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.69,4,6036
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.68,1,6037
Pretrial Defendant,Married,3,Medium with Override Consideration,High,Risk of Recidivism,0.81,10,6038
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.3,2,6039
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.42,9,6040
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-2.43,1,6041
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-0.54,4,6042
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.29,6,6042
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-0.81,3,6043
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.14,8,6044
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.76,3,6045
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-0.8,3,6046
Jail Inmate,Divorced,1,Low,Medium,Risk of Recidivism,-0.38,5,6047
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.19,8,6048
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.55,1,6049
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.93,4,6050
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.07,7,6051
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.39,9,6052
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.39,5,6053
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.47,1,6054
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.19,3,6055
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.13,8,6056
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.07,1,6057
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.41,1,6058
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.39,1,6058
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.42,6,6059
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.43,9,6060
Pretrial Defendant,Married,1,Low,Low,Risk of Recidivism,-1.49,2,6061
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.32,2,6062
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.04,2,6063
Pretrial Defendant,Separated,1,Low,Low,Risk of Recidivism,-1.39,2,6064
Jail Inmate,Separated,2,Medium,Medium,Risk of Recidivism,-0.23,6,6065
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.38,5,6066
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0,7,6067
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.76,3,6068
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.2,8,6069
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.65,1,6070
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.85,3,6071
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.19,2,6072
Jail Inmate,Significant Other,1,Low,Medium,Risk of Recidivism,-0.45,5,6073
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.37,2,6074
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.1,8,6075
Pretrial Defendant,Significant Other,1,Low,Medium,Risk of Recidivism,-0.48,5,6076
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.68,4,6077
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.35,2,6078
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.1,7,6079
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.14,6,6079
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.02,2,6080
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.02,2,6080
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.76,5,6081
Jail Inmate,Divorced,1,Low,Medium,Risk of Recidivism,-0.39,5,6082
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.03,3,6083
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.03,2,6084
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.74,4,6085
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.15,3,6086
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-0.82,4,6087
Pretrial Defendant,Separated,1,Low,Low,Risk of Recidivism,-1.6,1,6088
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.46,5,6089
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.25,8,6089
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.1,8,6089
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-2.03,1,6090
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.66,1,6091
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.64,1,6092
Jail Inmate,Significant Other,2,Medium,Medium,Risk of Recidivism,-0.39,6,6093
Jail Inmate,Divorced,4,High,High,Risk of Recidivism,0.64,10,6094
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.69,10,6095
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.67,10,6095
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.47,9,6096
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.67,10,6096
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.35,9,6097
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.08,7,6097
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.46,5,6098
Pretrial Defendant,Significant Other,4,High,High,Risk of Recidivism,1.23,10,6099
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.89,1,6100
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.29,2,6101
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.24,2,6102
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.06,7,6103
Pretrial Defendant,Married,1,Low,Low,Risk of Recidivism,-1.81,1,6104
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.16,2,6105
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.14,6,6106
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,-0.05,8,6107
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.46,5,6108
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.92,3,6109
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.13,3,6110
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.92,1,6111
Jail Inmate,Unknown,1,Low,Low,Risk of Recidivism,-1.54,1,6112
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.2,6,6113
Jail Inmate,Married,1,Low,Medium,Risk of Recidivism,-0.65,5,6114
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.5,1,6115
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.25,6,6116
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.26,8,6117
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.7,5,6118
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.69,10,6119
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.64,1,6120
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.96,3,6121
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.15,6,6122
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.05,3,6123
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.44,5,6124
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.46,1,6125
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-2.31,1,6126
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.95,1,6127
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.27,7,6128
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.54,1,6129
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.05,7,6130
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.88,1,6131
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-0.8,3,6132
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.91,1,6133
Pretrial Defendant,Married,1,Low,Low,Risk of Recidivism,-0.65,4,6134
Pretrial Defendant,Married,1,Low,Low,Risk of Recidivism,-0.72,4,6134
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.6,4,6135
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.59,4,6135
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.25,8,6136
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.67,1,6137
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.83,1,6138
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.78,10,6139
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.69,10,6140
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.25,1,6141
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.18,6,6142
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-0.56,4,6143
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.54,4,6143
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.61,9,6144
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.31,6,6145
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.07,7,6146
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.15,6,6147
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.48,2,6148
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.48,5,6149
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.24,2,6150
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.35,1,6151
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.09,2,6152
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.39,5,6153
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-0.85,3,6154
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,0.02,7,6155
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.56,1,6156
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.48,6,6157
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.72,4,6158
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.7,10,6159
Jail Inmate,Separated,3,Medium with Override Consideration,High,Risk of Recidivism,0.24,8,6160
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.65,4,6161
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.2,3,6162
Jail Inmate,Widowed,2,Medium,Medium,Risk of Recidivism,-0.16,6,6163
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.82,1,6164
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.02,2,6165
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.45,5,6166
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.5,6,6167
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.88,1,6168
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.61,9,6169
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.53,9,6169
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.45,9,6170
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.01,1,6171
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.07,7,6172
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.94,1,6173
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.01,8,6174
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.71,4,6175
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.34,7,6176
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.42,9,6177
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.74,4,6178
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.21,6,6179
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.77,3,6180
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.1,7,6181
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.47,5,6182
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.54,6,6183
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.84,4,6184
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.32,9,6185
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.79,3,6186
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.69,1,6187
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.76,1,6188
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.64,2,6189
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.25,8,6190
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.75,5,6191
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.06,2,6192
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.35,5,6193
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.22,2,6194
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.72,5,6195
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.1,8,6196
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.12,7,6197
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.53,4,6198
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.35,9,6199
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.19,2,6200
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.98,1,6201
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.95,1,6202
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.78,3,6203
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.16,2,6204
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.54,1,6205
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.48,1,6206
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.14,8,6207
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.27,6,6208
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.49,1,6209
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.69,10,6210
Pretrial Defendant,Married,1,Low,Medium,Risk of Recidivism,-0.56,5,6211
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.3,1,6212
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.59,2,6213
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.4,1,6214
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.2,3,6215
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.61,4,6216
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.24,1,6217
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.89,3,6218
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.24,8,6219
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.24,2,6220
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.23,2,6221
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.41,1,6221
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-0.86,3,6222
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.42,1,6223
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.71,4,6224
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.77,3,6225
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.76,1,6226
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.29,7,6227
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.81,1,6228
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.41,5,6229
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.21,1,6230
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.46,5,6231
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.95,1,6232
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.15,2,6233
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.34,7,6234
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.12,2,6235
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.69,1,6236
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.1,1,6237
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.38,2,6238
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.73,1,6239
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.79,1,6240
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.21,2,6241
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.35,1,6242
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.73,1,6243
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.49,5,6244
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.44,9,6245
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.44,9,6245
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.65,1,6246
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.01,7,6247
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.13,6,6247
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.83,1,6248
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1,3,6249
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.6,9,6250
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.58,4,6251
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.3,7,6252
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.37,2,6253
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.93,4,6254
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.76,3,6255
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.11,7,6256
Jail Inmate,Widowed,1,Low,Medium,Risk of Recidivism,-0.51,5,6257
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.79,1,6258
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.08,1,6259
Probation,Divorced,1,Low,Low,Risk of Recidivism,-1.75,1,6259
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.18,8,6260
Jail Inmate,Unknown,2,Medium,Medium,Risk of Recidivism,-0.19,6,6261
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.14,1,6262
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.12,8,6263
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.87,10,6264
Jail Inmate,Married,4,High,High,Risk of Recidivism,0.46,9,6265
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.8,3,6266
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.9,1,6267
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.06,3,6268
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.08,1,6269
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.87,4,6270
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.93,3,6271
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.85,4,6272
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.17,6,6273
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.64,10,6274
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.64,10,6274
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.42,5,6275
Jail Inmate,Single,4,High,High,Risk of Recidivism,1.22,10,6276
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.15,8,6277
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.5,2,6278
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.62,10,6279
Jail Inmate,Divorced,2,Medium,Medium,Risk of Recidivism,-0.05,7,6280
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.58,4,6281
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.33,5,6282
Residential Program,Single,1,Low,N/A,Risk of Recidivism,-1,-1,6283
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.42,5,6284
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.25,3,6285
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.52,9,6286
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.65,1,6287
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.42,1,6288
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.42,6,6289
Jail Inmate,Significant Other,2,Medium,Medium,Risk of Recidivism,-0.21,6,6290
Pretrial Defendant,Married,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.16,6,6291
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.91,1,6292
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.03,1,6293
Jail Inmate,Married,4,High,High,Risk of Recidivism,0.23,8,6294
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.08,2,6295
Jail Inmate,Significant Other,1,Low,Medium,Risk of Recidivism,-0.38,5,6296
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.34,7,6297
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.08,7,6298
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.77,5,6299
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.43,5,6300
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.65,4,6301
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.96,3,6302
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.47,2,6303
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.35,9,6304
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.09,3,6305
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-2.6,1,6306
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.18,1,6307
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.73,4,6308
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.12,7,6309
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.72,5,6310
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.62,4,6311
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.44,5,6312
Jail Inmate,Separated,2,Medium,Medium,Risk of Recidivism,-0.38,5,6313
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.31,6,6314
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.82,3,6315
Jail Inmate,Divorced,2,Medium,Medium,Risk of Recidivism,-0.13,6,6316
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.08,6,6317
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.67,1,6318
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.48,9,6319
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.7,10,6320
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.2,6,6321
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.23,6,6322
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.67,1,6323
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.13,1,6323
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.06,7,6324
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.27,2,6325
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.13,8,6326
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.26,8,6326
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-0.71,4,6327
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-1.4,2,6328
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.08,7,6329
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.79,5,6330
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.97,3,6331
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.6,4,6332
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.36,5,6332
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.48,5,6333
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.55,2,6334
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.02,2,6335
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.31,9,6336
Pretrial Defendant,Significant Other,1,Low,Medium,Risk of Recidivism,-0.48,5,6337
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.35,5,6338
