person_id,sex,race,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_charge_desc,is_violent_recid,num_vr_cases,vr_case_number,vr_charge_degree,vr_charge_desc
6137,Male,Caucasian,(F3),Manufacture Cannabis,0,,,,0,,,,
6138,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6139,Female,African-American,(M1),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
6140,Male,African-American,(F2),Poss Wep Conv Felon,0,,,,0,,,,
6141,Female,Hispanic,(F2),arrest case no charge,0,,,,0,,,,
6143,Male,African-American,(F3),Felony Battery w/Prior Convict,1,1,(M1),Viol Pretrial Release Dom Viol,1,,14000515MM10A,(M1),Battery
6144,Male,Hispanic,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
6145,Male,African-American,(M1),Battery,0,,,,0,,,,
6146,Male,African-American,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
6147,Male,African-American,(F3),Possession of Cannabis,1,2,(M2),Unlaw LicTag/Sticker Attach,0,,,,
6148,Female,African-American,(M2),Assault,0,,,,0,,,,
6149,Male,African-American,(F3),Uttering a Forged Instrument,1,1,(M2),Driving License Suspended,0,,,,
6150,Male,Caucasian,(F7),Burglary Assault/Battery Armed,0,,,,0,,,,
6152,Male,African-American,(M1),Battery,0,,,,0,,,,
6153,Male,African-American,(M2),DWLS Canceled Disqul 1st Off,0,,,,0,,,,
6154,Male,African-American,(M1),Driving Under The Influence,0,,,,0,,,,
6155,Male,African-American,(F7),Burglary Dwelling Armed,0,,,,0,,,,
6156,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6157,Female,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
6158,Male,African-American,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
6159,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6160,Male,African-American,(F3),Driving While License Revoked,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
6161,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6162,Female,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
6163,Male,African-American,(MO3),Poss Of Controlled Substance,0,,,,0,,,,
6164,Female,African-American,(F1),Burglary With Assault/battery,0,,,,0,,,,
6165,Male,Caucasian,(M2),Petit Theft,1,1,(M2),Petit Theft,1,,15016210CF10A,(F2),Aggrav Battery w/Deadly Weapon
6166,Male,Caucasian,(M2),Assault,1,1,(M2),,0,,,,
6167,Female,African-American,(M1),Battery,1,3,(F3),Tampering With Physical Evidence,1,,14010110CF10A,(F2),Attempt Murder in the First Degree
6168,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6169,Male,Caucasian,(F3),Felony Petit Theft,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
6170,Male,African-American,(M1),Battery,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
6171,Female,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
6172,Male,Caucasian,(F3),arrest case no charge,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
6173,Male,African-American,(M2),Driving Under The Influence,0,,,,0,,,,
6174,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6175,Male,African-American,(F5),arrest case no charge,0,,,,0,,,,
6176,Female,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
6177,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
6178,Male,Caucasian,(M2),Driving License Suspended,0,,,,0,,,,
6179,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Leave Acc/Attend Veh/More $50,0,,,,
6180,Male,African-American,(M1),arrest case no charge,1,1,(F2),Robbery / No Weapon,1,,13016098CF10A,(F2),Robbery / No Weapon
6181,Male,African-American,(M2),arrest case no charge,0,,,,0,,,,
6182,Male,African-American,(M1),Battery,0,,,,0,,,,
6183,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6185,Male,African-American,(F3),arrest case no charge,1,18,(F3),Fraud Use/Persnl ID Info/Deceased,0,,,,
6186,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6187,Male,African-American,(M1),Battery,0,,,,0,,,,
6188,Male,African-American,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6189,Female,Caucasian,(F3),Felony Batt(Great Bodily Harm),1,1,(M1),Battery,1,,16000872MM10A,(M1),Battery
6190,Male,Caucasian,(F3),Burglary Unoccupied Dwelling,0,,,,0,,,,
6191,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6192,Male,Caucasian,(F3),Felony Battery,0,,,,0,,,,
6193,Male,African-American,(M1),arrest case no charge,0,,,,0,,,,
6194,Male,African-American,(M1),Grand Theft in the 3rd Degree,0,,,,0,,,,
6195,Female,Caucasian,(M1),Battery,1,1,(M2),Retail/Farm/Fare/Theft,0,,,,
6196,Male,African-American,(F3),arrest case no charge,1,2,(M2),Petit Theft,0,,,,
6197,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6198,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6199,Male,Caucasian,(M2),arrest case no charge,1,2,(M1),Possess Drug Paraphernalia,0,,,,
6200,Male,Hispanic,(F3),Carrying Concealed Firearm,0,,,,0,,,,
6201,Female,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
6202,Male,Hispanic,(M1),Battery,1,1,(M2),Operating W/O Valid License,1,,15016503CF10A,(F3),Aggravated Assault W/Dead Weap
6203,Male,African-American,(M1),Battery,1,1,(M2),Driving License Suspended,0,,,,
6204,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6205,Male,African-American,(F3),Felony Driving While Lic Suspd,1,5,(M1),Resist/Obstruct W/O Violence,0,,,,
6206,Male,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
6207,Male,African-American,(M1),Extradition/Defendants,1,3,(M1),Unlaw Use False Name/Identity,0,,,,
6208,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6210,Male,African-American,(F3),Burglary Conveyance Unoccup,1,3,(F3),Tampering With Physical Evidence,1,,14014010CF10A,(F3),Robbery Sudd Snatch No Weapon
6211,Female,Caucasian,(F3),Felony Battery w/Prior Convict,0,,,,0,,,,
6212,Male,African-American,(M1),Battery,0,,,,0,,,,
6213,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6214,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
6215,Female,Other,(F3),Uttering a Forged Instrument,0,,,,0,,,,
6216,Male,African-American,(F2),Burglary Dwelling Occupied,1,2,(F3),Possession of Cannabis,1,,15011072MM10A,(M1),Battery
6217,Male,Caucasian,(F3),False Imprisonment,0,,,,0,,,,
6219,Male,African-American,(M1),arrest case no charge,0,,,,0,,,,
6220,Male,African-American,(F2),Aggravated Battery / Pregnant,0,,,,0,,,,
6221,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6222,Male,Other,(F3),Felony Battery (Dom Strang),1,2,(M2),Fail Register Vehicle,0,,,,
6223,Male,Other,(M2),Battery,0,,,,0,,,,
6224,Male,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
6225,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6226,Female,Caucasian,(M2),Disorderly Conduct,1,3,(M2),Criminal Mischief Damage <$200,1,,14005177CF10A,(M1),Battery
6227,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
6228,Male,Caucasian,(M2),Operating W/O Valid License,0,,,,0,,,,
6229,Male,Caucasian,(M2),Felony/Driving Under Influence,1,2,(M1),Opert With Susp DL 2nd Offens,0,,,,
6230,Female,Other,(M1),Battery,0,,,,0,,,,
6231,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6233,Male,Caucasian,(F3),Deliver Cannabis,0,,,,0,,,,
6234,Female,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6235,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6236,Male,Asian,(M1),Battery,0,,,,0,,,,
6237,Male,Hispanic,(M2),Operating W/O Valid License,0,,,,0,,,,
6238,Male,Hispanic,(F3),Leaving the Scene of Accident,0,,,,0,,,,
6239,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6240,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6241,Male,Caucasian,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
6242,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6243,Male,Other,(M1),Driving Under The Influence,0,,,,0,,,,
6244,Male,Hispanic,(F3),Possession of Cannabis,1,1,(F3),Possession of Cannabis,0,,,,
6245,Male,Caucasian,(F1),arrest case no charge,0,,,,0,,,,
6246,Male,Other,(M1),Battery,0,,,,0,,,,
6247,Male,African-American,(M1),arrest case no charge,1,2,(M1),Possess Drug Paraphernalia,0,,,,
6248,Male,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
6249,Male,Caucasian,(F3),Corrupt Public Servant,1,1,(M2),Leave Acc/Attend Veh/More $50,0,,,,
6250,Male,African-American,(F3),Bribery Athletic Contests,1,1,(M1),Resist/Obstruct W/O Violence,1,,13016054CF10A,(M2),Assault
6251,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6252,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6253,Male,Caucasian,(F3),Possession Of Methamphetamine,0,,,,0,,,,
6254,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6256,Male,African-American,(M1),arrest case no charge,1,3,(M1),Resist/Obstruct W/O Violence,1,,15007306MM10A,(M1),Battery
6258,Male,Hispanic,(M1),Battery,0,,,,0,,,,
6259,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6260,Male,Caucasian,(F3),Possession Of Heroin,1,2,(M2),Petit Theft,0,,,,
6261,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6262,Male,African-American,(F2),Grand Theft of the 2nd Degree,0,,,,0,,,,
6263,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6264,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6265,Male,African-American,(F3),Poss Unlaw Issue Driver Licenc,0,,,,0,,,,
6266,Male,African-American,(M2),Driving License Suspended,0,,,,0,,,,
6267,Female,Caucasian,(M1),Battery,1,1,(MO3),Trespass,0,,,,
6268,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
6269,Male,Caucasian,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
6271,Male,Caucasian,(F3),Possession of Cannabis,0,,,,0,,,,
6272,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6273,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
6274,Male,Hispanic,(F3),Possession Of Heroin,1,4,(F2),Sell/Man/Del Pos/w/int Heroin,0,,,,
6275,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
6276,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6277,Male,African-American,(MO3),Poss Of Controlled Substance,0,,,,0,,,,
6278,Female,African-American,(F1),Grand Theft on 65 Yr or Older,0,,,,0,,,,
6280,Male,African-American,(M1),Battery,0,,,,0,,,,
6281,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6282,Male,Hispanic,(F3),Battery on Law Enforc Officer,1,1,(M2),Operating W/O Valid License,0,,,,
6283,Female,Other,(F3),Possession of Cocaine,0,,,,0,,,,
6284,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
6285,Female,Caucasian,(F3),Tamper With Witness/Victim/CI,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
6286,Male,African-American,(F3),Crim Attempt/Solic/Consp,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6287,Male,Caucasian,(M2),Driving License Suspended,0,,,,0,,,,
6288,Male,Other,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
6289,Female,Caucasian,(F3),arrest case no charge,1,1,(M1),Unlaw Use False Name/Identity,0,,,,
6290,Male,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
6291,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
6292,Male,African-American,(M2),arrest case no charge,0,,,,0,,,,
6293,Female,African-American,(M1),Battery,0,,,,0,,,,
6294,Male,African-American,(F2),Burglary Dwelling Occupied,0,,,,0,,,,
6295,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6296,Male,African-American,(M2),DWLS Canceled Disqul 1st Off,1,1,(M2),Driving License Suspended,0,,,,
6297,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6298,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6299,Female,African-American,(M1),Battery,0,,,,0,,,,
6300,Male,African-American,(M1),Battery,0,,,,0,,,,
6301,Male,African-American,(F2),Agg Battery Grt/Bod/Harm,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6302,Male,African-American,(M1),Battery,0,,,,0,,,,
6303,Female,Hispanic,(M2),arrest case no charge,0,,,,0,,,,
6304,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,2,(M2),Driving License Suspended,0,,,,
6305,Female,African-American,(M2),Petit Theft,0,,,,0,,,,
6306,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6307,Male,Hispanic,(M1),Battery,0,,,,0,,,,
6308,Male,Hispanic,(M2),Driving License Suspended,0,,,,0,,,,
6309,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6310,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6311,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
6312,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,5,(M2),Trespass Struct/Conveyance,1,,14014846MM10A,(M1),Battery
6313,Male,Hispanic,(F3),False Motor Veh Insurance Card,0,,,,0,,,,
6314,Male,Caucasian,(F3),Grand Theft Dwell Property,1,3,(M2),Reckless Driving,0,,,,
6315,Male,African-American,(F3),Driving While License Revoked,1,3,(F3),Driving While License Revoked,0,,,,
6316,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6317,Male,Caucasian,(F3),arrest case no charge,1,1,(M1),Battery,1,,14005379MM10A,(M1),Battery
6319,Male,African-American,(M1),Viol Injunct Domestic Violence,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6320,Male,African-American,(F3),Driving While License Revoked,1,1,(M2),Driving License Suspended,0,,,,
6321,Male,African-American,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
6322,Male,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6323,Male,Caucasian,(M1),Viol Injunct Domestic Violence,1,1,(M1),Viol Prot Injunc Repeat Viol,0,,,,
6324,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6325,Male,Other,(M1),Viol Prot Injunc Repeat Viol,0,,,,0,,,,
6326,Male,Caucasian,(M2),Petit Theft,1,1,(M1),Battery,1,,13005848MM10A,(M1),Battery
6328,Female,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6330,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6331,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6332,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,1,,16000727CF10A,(F3),Child Abuse
6333,Male,Hispanic,(F3),Felony/Driving Under Influence,0,,,,0,,,,
6334,Female,African-American,(M1),Battery,0,,,,0,,,,
6335,Male,African-American,(M1),Battery,0,,,,0,,,,
6336,Male,African-American,(F3),Felony Driving While Lic Suspd,1,3,(F3),Burglary Conveyance Unoccup,0,,,,
6337,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6338,Male,African-American,(M2),Prowling/Loitering,1,1,(M2),Prowling/Loitering,0,,,,
6339,Male,African-American,(M1),Viol Prot Injunc Repeat Viol,1,1,(M1),,0,,,,
6340,Male,Other,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6341,Male,Other,(M1),Battery,0,,,,0,,,,
6343,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
6344,Male,Caucasian,(M1),arrest case no charge,0,,,,0,,,,
6345,Male,African-American,(F7),Burglary Dwelling Assault/Batt,0,,,,0,,,,
6347,Male,African-American,(F3),Possession of Cocaine,1,2,(M1),Use Lost Or Stolen Credit Card,0,,,,
6349,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6350,Female,Hispanic,(M1),Battery,0,,,,0,,,,
6351,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
6353,Male,African-American,(M1),Battery,0,,,,0,,,,
6354,Female,Caucasian,(F3),Resist Officer w/Violence,1,1,(M1),Petit Theft $100- $300,0,,,,
6356,Male,Hispanic,(F3),Burglary Structure Unoccup,1,1,(M1),Battery,1,,15008627MM10A,(M1),Battery
6357,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6358,Male,Hispanic,(M1),Battery,0,,,,0,,,,
6359,Male,African-American,(F3),arrest case no charge,1,4,(M2),Susp Drivers Lic 1st Offense,0,,,,
6360,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6361,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6362,Female,Hispanic,(F2),Aggrav Battery w/Deadly Weapon,1,1,(M2),Unlaw LicTag/Sticker Attach,1,,15012789CF10A,(F2),Agg Battery Grt/Bod/Harm
6363,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6364,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6365,Male,African-American,(F3),Possession of Cocaine,1,1,(F3),Sex Offender Fail Comply W/Law,0,,,,
6367,Male,African-American,(M1),Resist/Obstruct W/O Violence,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6368,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,0,,,,
6369,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6371,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6372,Male,African-American,(F2),Burglary Dwelling Occupied,1,2,(M1),Resist/Obstruct W/O Violence,1,,15007307CF10A,(F1),Aggrav Child Abuse-Agg Battery
6373,Male,African-American,(M2),Petit Theft,1,5,(F2),Dealing in Stolen Property,0,,,,
6375,Male,African-American,(M1),Viol Pretrial Release Dom Viol,1,1,(M1),Unlaw Use False Name/Identity,0,,,,
6376,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6377,Male,Caucasian,(F3),Poss/Sell/Del/Man Amobarbital,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6378,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Petit Theft,0,,,,
6379,Male,Caucasian,(F3),Poss Contr Subst W/o Prescript,0,,,,0,,,,
6380,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6381,Male,African-American,(F3),Carrying Concealed Firearm,1,2,(M2),Petit Theft,0,,,,
6382,Male,African-American,(F3),arrest case no charge,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
6383,Male,Caucasian,(M1),Battery,1,1,(F3),Felony Battery (Dom Strang),1,,14009604CF10A,(F3),Felony Battery (Dom Strang)
6384,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
6385,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
6386,Male,Hispanic,(F7),Kidnapping / Domestic Violence,1,1,(M2),Driving License Suspended,1,,15004727MM10A,(M1),Battery
6387,Female,Hispanic,(M1),Battery,0,,,,0,,,,
6388,Female,African-American,(M1),Battery,0,,,,0,,,,
6389,Female,Caucasian,(F3),Possession of Cocaine,1,1,(M2),Prostitution/Lewd Act Assignation,0,,,,
6390,Male,African-American,(F3),Felony/Driving Under Influence,0,,,,0,,,,
6391,Male,African-American,(M2),Tresspass Struct/Conveyance,1,1,(F2),Burglary Unoccupied Dwelling,0,,,,
6392,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Trespass Other Struct/Conve,0,,,,
6393,Male,African-American,(M1),Battery,1,1,(F3),Robbery Sudd Snatch No Weapon,1,,15009770CF10A,(F3),Robbery Sudd Snatch No Weapon
6394,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6395,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6396,Male,Caucasian,(F2),Aggravated Battery / Pregnant,0,,,,0,,,,
6397,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
6398,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6399,Male,Caucasian,(F3),Cruelty to Animals,0,,,,0,,,,
6400,Male,African-American,(F3),Driving While License Revoked,1,1,(M2),Driving License Suspended,0,,,,
6401,Male,Caucasian,(F2),Dealing in Stolen Property,0,,,,0,,,,
6402,Female,African-American,(M2),Exposes Culpable Negligence,0,,,,0,,,,
6403,Male,African-American,(M1),Battery,0,,,,0,,,,
6404,Male,Caucasian,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
6405,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
6406,Male,Hispanic,(F3),Uttering a Forged Instrument,0,,,,0,,,,
6407,Male,African-American,(M2),Battery,0,,,,0,,,,
6409,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,4,(F3),Possession of Cocaine,0,,,,
6412,Male,Other,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6413,Male,African-American,(F3),Felony Battery w/Prior Convict,1,1,(F3),Possession Of Clonazepam,0,,,,
6414,Male,Hispanic,(F3),Agg Fleeing and Eluding,0,,,,0,,,,
6415,Male,African-American,,,0,,,,0,,,,
6416,Male,Asian,(F3),Delivery Of Drug Paraphernalia,0,,,,0,,,,
6417,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
6418,Female,African-American,(F3),Possession of Cannabis,0,,,,0,,,,
6419,Male,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6420,Male,African-American,(M2),Operating W/O Valid License,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
6422,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
6423,Male,African-American,(M1),Viol Pretrial Release Dom Viol,0,,,,0,,,,
6424,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
6425,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6426,Male,Other,(M2),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
6427,Male,African-American,(M2),Driving License Suspended,0,,,,0,,,,
6428,Female,Caucasian,(MO3),Trespass Private Property,1,1,(F3),Felony Committing Prostitution,0,,,,
6429,Male,African-American,(M1),Battery,0,,,,0,,,,
6430,Male,African-American,(M1),Battery,0,,,,0,,,,
6431,Female,Other,(F3),Possession Of Methamphetamine,1,1,(F2),Aggravated Battery,1,,14013717CF10A,(F2),Aggravated Battery
6432,Female,Caucasian,(F3),False Ownership Info/Pawn Item,0,,,,0,,,,
6433,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(F3),Possession of Hydromorphone,0,,,,
6434,Female,Hispanic,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
6435,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6436,Male,Hispanic,(M2),Assault,0,,,,0,,,,
6438,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6439,Male,African-American,(F3),arrest case no charge,1,1,(M1),Battery,1,,14017393MM10A,(M1),Battery
6441,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
6442,Male,African-American,(M2),Lve/Scen/Acc/Veh/Prop/Damage,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6443,Male,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
6445,Male,African-American,(M2),Petit Theft,0,,,,0,,,,
6446,Male,Caucasian,(M1),Battery,1,1,(M1),Battery,1,,15010812MM10A,(M1),Battery
6447,Male,African-American,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
6448,Male,Caucasian,(M1),Viol Injunct Domestic Violence,1,1,(M2),Prowling/Loitering,1,,14018152MM10A,(M1),Battery
6449,Male,African-American,(M1),Petit Theft $100- $300,1,1,(M2),Petit Theft,0,,,,
6450,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
6451,Male,African-American,(F3),Driving While License Revoked,1,2,(F3),Driving While License Revoked,0,,,,
6452,Male,African-American,(M1),Opert With Susp DL 2nd Offens,0,,,,0,,,,
6453,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Trespass After Warning,0,,,,
6455,Female,African-American,(M1),Battery,0,,,,0,,,,
6456,Female,African-American,(M1),Battery,0,,,,0,,,,
6457,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6458,Female,Hispanic,(M2),Burglary Structure Unoccup,0,,,,0,,,,
6459,Male,African-American,(M1),arrest case no charge,1,2,(M2),Unlaw LicTag/Sticker Attach,0,,,,
6460,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6461,Male,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
6462,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,1,(M2),Driving License Suspended,1,,14011407CF10A,(F2),Throw Deadly Missile Into Veh
6463,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6464,Male,Other,(F3),arrest case no charge,0,,,,0,,,,
6465,Female,African-American,(M1),Battery,0,,,,0,,,,
6466,Male,Caucasian,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
6467,Male,African-American,(F3),Unauth C/P/S Sounds>1000/Audio,0,,,,0,,,,
6468,Female,African-American,(F3),Possession of Cannabis,0,,,,0,,,,
6469,Male,Other,(F3),Tampering With Physical Evidence,1,1,(M2),Petit Theft,0,,,,
6470,Female,African-American,(F3),Possession Of Alprazolam,1,1,(F2),Aggrav Battery w/Deadly Weapon,1,,14014149CF10A,(F2),Aggrav Battery w/Deadly Weapon
6471,Male,Caucasian,(F3),Corrupt Public Servant,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
6472,Male,Other,(F3),arrest case no charge,0,,,,0,,,,
6473,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6474,Female,Caucasian,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,0,,,,
6475,Male,African-American,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,0,,,,
6476,Male,African-American,(F3),Robbery Sudd Snatch No Weapon,0,,,,0,,,,
6477,Male,Caucasian,(F3),Felony Petit Theft,1,3,(M1),Resist/Obstruct W/O Violence,1,,15001923MM10A,(M1),Battery
6478,Female,Hispanic,(F3),Grand Theft (Motor Vehicle),1,1,(M2),Petit Theft,0,,,,
6479,Male,African-American,(M1),Attempt/Solicitation/Conspiracy,0,,,,0,,,,
6480,Male,African-American,(F3),arrest case no charge,1,1,(M1),Unlaw Use False Name/Identity,0,,,,
6481,Female,African-American,(M1),Battery,1,1,(M1),Possess Cannabis/20 Grams Or Less,1,,15008017MM10A,(M1),Battery
6482,Male,African-American,(F3),Possession Burglary Tools,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
6483,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6484,Female,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
